VARIABLES = "x","y"
ZONE T = "0" I = 15 J = 15
0.000000 0.166667
0.000000 0.179825
0.000000 0.206140
0.000000 0.219298
0.000000 0.232456
0.000000 0.245614
0.000000 0.271930
0.000000 0.285088
0.000000 0.298246
0.000000 0.311404
0.000000 0.337719
0.000000 0.350877
0.000000 0.364035
0.000000 0.377193
0.000000 0.403509
0.000000 0.416667
0.009402 0.166667
0.011157 0.178255
0.014334 0.193988
0.017579 0.208988
0.020932 0.223785
0.024452 0.239287
0.028342 0.256911
0.031942 0.273780
0.035449 0.290387
0.038993 0.307456
0.042685 0.325591
0.046098 0.343210
0.049200 0.360896
0.051779 0.379102
0.053377 0.397989
0.052632 0.416667
0.018803 0.166667
0.022146 0.176926
0.027358 0.189006
0.033600 0.201972
0.040449 0.215878
0.047698 0.230893
0.055208 0.247014
0.062737 0.263735
0.070325 0.280970
0.078109 0.298755
0.086270 0.317050
0.095056 0.335710
0.105017 0.354832
0.117147 0.374548
0.133348 0.395019
0.157895 0.416667
0.028205 0.166667
0.033368 0.175530
0.041141 0.185182
0.050643 0.195914
0.061194 0.208075
0.072345 0.221779
0.083801 0.236915
0.095403 0.253249
0.107165 0.270608
0.119215 0.288862
0.131764 0.307920
0.145104 0.327747
0.159597 0.348396
0.175570 0.369985
0.193002 0.392685
0.210526 0.416667
0.037607 0.166667
0.045809 0.173158
0.057891 0.179726
0.071708 0.187799
0.086425 0.197939
0.101613 0.210263
0.117030 0.224633
0.132569 0.240798
0.148234 0.258509
0.164101 0.277564
0.180275 0.297828
0.196838 0.319239
0.213776 0.341797
0.230868 0.365539
0.247579 0.390499
0.263158 0.416667
0.044658 0.166667
0.065929 0.164868
0.084552 0.167380
0.102577 0.173251
0.120614 0.182234
0.138862 0.194115
0.157348 0.208615
0.176038 0.225415
0.194882 0.244207
0.213824 0.264733
0.232781 0.286801
0.251591 0.310282
0.269946 0.335093
0.287318 0.361166
0.302912 0.388410
0.315789 0.416667
0.105432 0.131579
0.118501 0.135035
0.132835 0.140679
0.148705 0.148727
0.166149 0.159381
0.185043 0.172739
0.205136 0.188763
0.226102 0.207286
0.247611 0.228045
0.269389 0.250751
0.291261 0.275132
0.313205 0.300966
0.335466 0.328082
0.358853 0.356372
0.385480 0.385826
0.421053 0.416667
0.166206 0.096491
0.174793 0.102857
0.185919 0.110895
0.199912 0.120956
0.216861 0.133435
0.236556 0.148687
0.258491 0.166880
0.281963 0.187895
0.306254 0.211383
0.330799 0.236910
0.355259 0.264074
0.379527 0.292567
0.403681 0.322174
0.427865 0.352768
0.451878 0.384288
0.473684 0.416667
0.211786 0.070175
0.222232 0.075666
0.235175 0.083164
0.251050 0.093304
0.270207 0.106756
0.292626 0.123993
0.317682 0.145021
0.344284 0.169346
0.371309 0.196233
0.397918 0.224989
0.423603 0.255087
0.448075 0.286167
0.471098 0.318000
0.492300 0.350434
0.511006 0.383357
0.526316 0.416667
0.272560 0.035088
0.282015 0.041593
0.294677 0.050597
0.311478 0.063019
0.332971 0.079699
0.358685 0.100916
0.387074 0.126161
0.416265 0.154454
0.444786 0.184820
0.471756 0.216516
0.496729 0.249050
0.519455 0.282112
0.539683 0.315507
0.556986 0.349112
0.570565 0.382850
0.578947 0.416667
0.333333 0.000000
0.346094 0.009798
0.363303 0.022965
0.385373 0.040133
0.411764 0.061546
0.440958 0.086902
0.471026 0.115473
0.500333 0.146390
0.527867 0.178866
0.553197 0.212291
0.576292 0.246226
0.597394 0.280381
0.617020 0.314574
0.636156 0.348708
0.656868 0.382744
0.684211 0.416667
0.438596 0.000000
0.453963 0.010127
0.472564 0.023292
0.494302 0.040060
0.518588 0.060795
0.544368 0.085503
0.570374 0.113757
0.595477 0.144800
0.618932 0.177739
0.640409 0.211761
0.659919 0.246244
0.677686 0.280787
0.694060 0.315164
0.709415 0.349273
0.723936 0.383097
0.736842 0.416667
0.578947 0.000000
0.590116 0.010097
0.603661 0.023171
0.619571 0.039817
0.637515 0.060508
0.656807 0.085392
0.676503 0.114125
0.695638 0.145866
0.713475 0.179503
0.729629 0.214006
0.744002 0.248665
0.756641 0.283076
0.767603 0.317054
0.776860 0.350579
0.784236 0.383742
0.789474 0.416667
0.719298 0.000000
0.726598 0.010097
0.735517 0.023248
0.746111 0.040232
0.758213 0.061709
0.771345 0.087840
0.784764 0.118106
0.797636 0.151220
0.809349 0.185567
0.819641 0.220004
0.828473 0.254115
0.835799 0.287618
0.841506 0.320403
0.845255 0.352650
0.846166 0.384701
0.842105 0.416667
0.859649 0.000000
0.863447 0.010361
0.868206 0.024979
0.873909 0.044864
0.880438 0.069745
0.887404 0.098788
0.894399 0.132001
0.900739 0.166187
0.906331 0.199238
0.911286 0.231300
0.915853 0.264081
0.920015 0.295590
0.924212 0.325744
0.929088 0.355490
0.935900 0.386542
0.947368 0.416667
1.000000 0.000000
1.000000 0.021930
1.000000 0.065789
1.000000 0.087719
1.000000 0.109649
1.000000 0.131579
1.000000 0.175439
1.000000 0.197368
1.000000 0.219298
1.000000 0.241228
1.000000 0.285088
1.000000 0.307018
1.000000 0.328947
1.000000 0.350877
1.000000 0.394737
1.000000 0.416667
