VARIABLES = "x","y"
ZONE T = "0" I = 15 J = 15
0.000000 0.166667
0.000000 0.179825
0.000000 0.206140
0.000000 0.219298
0.000000 0.232456
0.000000 0.245614
0.000000 0.271930
0.000000 0.285088
0.000000 0.298246
0.000000 0.311404
0.000000 0.337719
0.000000 0.350877
0.000000 0.364035
0.000000 0.377193
0.000000 0.403509
0.000000 0.416667
0.009402 0.166667
0.009402 0.179825
0.012284 0.206140
0.015166 0.219298
0.018048 0.232456
0.020930 0.245614
0.023812 0.271930
0.026694 0.285088
0.029576 0.298246
0.032458 0.311404
0.035340 0.337719
0.038222 0.350877
0.041104 0.364035
0.043986 0.377193
0.046868 0.403509
0.052632 0.416667
0.018803 0.166667
0.018803 0.180409
0.028076 0.207154
0.037349 0.220156
0.046622 0.233158
0.055894 0.246160
0.065167 0.272904
0.074440 0.285906
0.083713 0.298908
0.092985 0.311910
0.102258 0.338655
0.111531 0.351657
0.120804 0.364659
0.130076 0.377661
0.139349 0.404405
0.157895 0.416667
0.028205 0.166667
0.028205 0.180994
0.040360 0.208168
0.052515 0.221014
0.064669 0.233860
0.076824 0.246706
0.088979 0.273879
0.101134 0.286725
0.113288 0.299571
0.125443 0.312417
0.137598 0.339591
0.149753 0.352437
0.161907 0.365283
0.174062 0.378129
0.186217 0.405302
0.210526 0.416667
0.037607 0.166667
0.037607 0.181579
0.052644 0.209181
0.067680 0.221871
0.082717 0.234561
0.097754 0.247251
0.112791 0.274854
0.127827 0.287544
0.142864 0.300234
0.157901 0.312924
0.172937 0.340526
0.187974 0.353216
0.203011 0.365906
0.218048 0.378596
0.233084 0.406199
0.263158 0.416667
0.044658 0.166667
0.044658 0.182164
0.062734 0.210195
0.080809 0.222729
0.098884 0.235263
0.116960 0.247797
0.135035 0.275828
0.153111 0.288363
0.171186 0.300897
0.189262 0.313431
0.207337 0.341462
0.225412 0.353996
0.243488 0.366530
0.261563 0.379064
0.279639 0.407096
0.315789 0.416667
0.105432 0.131579
0.105432 0.147661
0.126473 0.178460
0.147515 0.193177
0.168556 0.207895
0.189597 0.222612
0.210639 0.253411
0.231680 0.268129
0.252722 0.282846
0.273763 0.297563
0.294804 0.328363
0.315846 0.343080
0.336887 0.357797
0.357928 0.372515
0.378970 0.403314
0.421053 0.416667
0.166206 0.096491
0.166206 0.113158
0.186704 0.146725
0.207203 0.163626
0.227701 0.180526
0.248200 0.197427
0.268698 0.230994
0.289197 0.247895
0.309696 0.264795
0.330194 0.281696
0.350693 0.315263
0.371191 0.332164
0.391690 0.349064
0.412188 0.365965
0.432687 0.399532
0.473684 0.416667
0.211786 0.070175
0.211786 0.087427
0.232755 0.123177
0.253723 0.141676
0.274692 0.160175
0.295661 0.178674
0.316629 0.214425
0.337598 0.232924
0.358567 0.251423
0.379535 0.269922
0.400504 0.305673
0.421472 0.324172
0.442441 0.342671
0.463410 0.361170
0.484378 0.396920
0.526316 0.416667
0.272560 0.035088
0.272560 0.052924
0.292985 0.091442
0.313411 0.112125
0.333837 0.132807
0.354263 0.153489
0.374689 0.192008
0.395115 0.212690
0.415541 0.233372
0.435966 0.254055
0.456392 0.292573
0.476818 0.313255
0.497244 0.333938
0.517670 0.354620
0.538096 0.393138
0.578947 0.416667
0.333333 0.000000
0.333333 0.018421
0.356725 0.059708
0.380117 0.082573
0.403509 0.105439
0.426901 0.128304
0.450292 0.169591
0.473684 0.192456
0.497076 0.215322
0.520468 0.238187
0.543860 0.279474
0.567251 0.302339
0.590643 0.325205
0.614035 0.348070
0.637427 0.389357
0.684211 0.416667
0.438596 0.000000
0.438596 0.019006
0.458480 0.060721
0.478363 0.083431
0.498246 0.106140
0.518129 0.128850
0.538012 0.170565
0.557895 0.193275
0.577778 0.215984
0.597661 0.238694
0.617544 0.280409
0.637427 0.303119
0.657310 0.325828
0.677193 0.348538
0.697076 0.390253
0.736842 0.416667
0.578947 0.000000
0.578947 0.019591
0.592982 0.061735
0.607018 0.084288
0.621053 0.106842
0.635088 0.129396
0.649123 0.171540
0.663158 0.194094
0.677193 0.216647
0.691228 0.239201
0.705263 0.281345
0.719298 0.303899
0.733333 0.326452
0.747368 0.349006
0.761404 0.391150
0.789474 0.416667
0.719298 0.000000
0.719298 0.020175
0.727485 0.062749
0.735673 0.085146
0.743860 0.107544
0.752047 0.129942
0.760234 0.172515
0.768421 0.194912
0.776608 0.217310
0.784795 0.239708
0.792982 0.282281
0.801170 0.304678
0.809357 0.327076
0.817544 0.349474
0.825731 0.392047
0.842105 0.416667
0.859649 0.000000
0.859649 0.020760
0.865497 0.063762
0.871345 0.086004
0.877193 0.108246
0.883041 0.130487
0.888889 0.173489
0.894737 0.195731
0.900585 0.217973
0.906433 0.240214
0.912281 0.283216
0.918129 0.305458
0.923977 0.327700
0.929825 0.349942
0.935673 0.392943
0.947368 0.416667
1.000000 0.000000
1.000000 0.021930
1.000000 0.065789
1.000000 0.087719
1.000000 0.109649
1.000000 0.131579
1.000000 0.175439
1.000000 0.197368
1.000000 0.219298
1.000000 0.241228
1.000000 0.285088
1.000000 0.307018
1.000000 0.328947
1.000000 0.350877
1.000000 0.394737
1.000000 0.416667
